trip_id,organization_name,is_operator
33010000151339025,Nobina Sverige AB,1
33010000151339243,Nobina Sverige AB,1
33010000151340131,Nobina Sverige AB,1
33010000151340203,Nobina Sverige AB,1
33010000151340347,Nobina Sverige AB,1
33010000151340419,Nobina Sverige AB,1
33010000151340491,Nobina Sverige AB,1
33010000151340563,Nobina Sverige AB,1
33010000151340735,Nobina Sverige AB,1
33010000151341168,Nobina Sverige AB,1
33010000049436531,Nobina Sverige AB,1
33010000157649228,Nobina Sverige AB,1
33010000151341752,Nobina Sverige AB,1
33010000151342119,Nobina Sverige AB,1
33010000151342190,Nobina Sverige AB,1
33010000151342474,Nobina Sverige AB,1
33010000151342617,Nobina Sverige AB,1
33010000151343475,Nobina Sverige AB,1
33010000151341464,Nobina Sverige AB,1
33010000151341610,Nobina Sverige AB,1
33010000151341823,Nobina Sverige AB,1
33010000151341894,Nobina Sverige AB,1
33010000151342048,Nobina Sverige AB,1
33010000151342332,Nobina Sverige AB,1
33010000151342403,Nobina Sverige AB,1
33010000151342688,Nobina Sverige AB,1
33010000151342759,Nobina Sverige AB,1
33010000151343043,Nobina Sverige AB,1
33010000151343185,Nobina Sverige AB,1
33010000151343617,Nobina Sverige AB,1
33010000151342261,Nobina Sverige AB,1
33010000151342546,Nobina Sverige AB,1
33010000151342901,Nobina Sverige AB,1
33010000151342972,Nobina Sverige AB,1
33010000151343256,Nobina Sverige AB,1
33010000151343327,Nobina Sverige AB,1
33010000151343404,Nobina Sverige AB,1
33010000151343773,Nobina Sverige AB,1
33010000151341393,Nobina Sverige AB,1
33010000151341539,Nobina Sverige AB,1
33010000151341681,Nobina Sverige AB,1
33010000151341977,Nobina Sverige AB,1
33010000151342830,Nobina Sverige AB,1
33010000151343114,Nobina Sverige AB,1
33010000151343546,Nobina Sverige AB,1
33010000151343702,Nobina Sverige AB,1
33010000157242494,Storstockholms Lokaltrafik AB,1
33010000129822436,Storstockholms Lokaltrafik AB,1
33010000130523307,Storstockholms Lokaltrafik AB,1
33010000130523327,Storstockholms Lokaltrafik AB,1
33010000130523407,Storstockholms Lokaltrafik AB,1
33010000130523527,Storstockholms Lokaltrafik AB,1
33010000130523667,Storstockholms Lokaltrafik AB,1
33010000130523687,Storstockholms Lokaltrafik AB,1
33010000130523887,Storstockholms Lokaltrafik AB,1
33010000130523987,Storstockholms Lokaltrafik AB,1
33010000157242474,Storstockholms Lokaltrafik AB,1
33010000130523267,Storstockholms Lokaltrafik AB,1
33010000130523287,Storstockholms Lokaltrafik AB,1
33010000130523467,Storstockholms Lokaltrafik AB,1
33010000130523507,Storstockholms Lokaltrafik AB,1
33010000130523547,Storstockholms Lokaltrafik AB,1
33010000130523587,Storstockholms Lokaltrafik AB,1
33010000130523607,Storstockholms Lokaltrafik AB,1
33010000130523707,Storstockholms Lokaltrafik AB,1
33010000130523767,Storstockholms Lokaltrafik AB,1
33010000130523827,Storstockholms Lokaltrafik AB,1
33010000130523847,Storstockholms Lokaltrafik AB,1
33010000130523947,Storstockholms Lokaltrafik AB,1
33010000130523347,Storstockholms Lokaltrafik AB,1
33010000130523367,Storstockholms Lokaltrafik AB,1
33010000130523427,Storstockholms Lokaltrafik AB,1
33010000130523487,Storstockholms Lokaltrafik AB,1
33010000130523567,Storstockholms Lokaltrafik AB,1
33010000130523727,Storstockholms Lokaltrafik AB,1
33010000130523787,Storstockholms Lokaltrafik AB,1
33010000130523807,Storstockholms Lokaltrafik AB,1
33010000130523907,Storstockholms Lokaltrafik AB,1
33010000130523927,Storstockholms Lokaltrafik AB,1
33010000130523967,Storstockholms Lokaltrafik AB,1
33010000129822456,Storstockholms Lokaltrafik AB,1
33010000130523387,Storstockholms Lokaltrafik AB,1
33010000130523447,Storstockholms Lokaltrafik AB,1
33010000130523627,Storstockholms Lokaltrafik AB,1
33010000130523647,Storstockholms Lokaltrafik AB,1
33010000130523747,Storstockholms Lokaltrafik AB,1
33010000130523867,Storstockholms Lokaltrafik AB,1
33010000130524029,Storstockholms Lokaltrafik AB,1
33010000130524132,Storstockholms Lokaltrafik AB,1
33010000130524212,Storstockholms Lokaltrafik AB,1
33010000130524272,Storstockholms Lokaltrafik AB,1
33010000130524312,Storstockholms Lokaltrafik AB,1
33010000130524372,Storstockholms Lokaltrafik AB,1
33010000130524392,Storstockholms Lokaltrafik AB,1
33010000130524572,Storstockholms Lokaltrafik AB,1
33010000130524772,Storstockholms Lokaltrafik AB,1
33010000130524792,Storstockholms Lokaltrafik AB,1
33010000130524852,Storstockholms Lokaltrafik AB,1
33010000130524112,Storstockholms Lokaltrafik AB,1
33010000130524152,Storstockholms Lokaltrafik AB,1
33010000130524172,Storstockholms Lokaltrafik AB,1
33010000130524412,Storstockholms Lokaltrafik AB,1
33010000130524432,Storstockholms Lokaltrafik AB,1
33010000130524452,Storstockholms Lokaltrafik AB,1
33010000130524492,Storstockholms Lokaltrafik AB,1
33010000130524552,Storstockholms Lokaltrafik AB,1
33010000130524612,Storstockholms Lokaltrafik AB,1
33010000130524632,Storstockholms Lokaltrafik AB,1
33010000130524652,Storstockholms Lokaltrafik AB,1
33010000130524732,Storstockholms Lokaltrafik AB,1
33010000130524832,Storstockholms Lokaltrafik AB,1
33010000130524071,Storstockholms Lokaltrafik AB,1
33010000130524092,Storstockholms Lokaltrafik AB,1
33010000130524232,Storstockholms Lokaltrafik AB,1
33010000130524332,Storstockholms Lokaltrafik AB,1
33010000130524352,Storstockholms Lokaltrafik AB,1
33010000130524472,Storstockholms Lokaltrafik AB,1
33010000130524692,Storstockholms Lokaltrafik AB,1
33010000130524752,Storstockholms Lokaltrafik AB,1
33010000137638319,Storstockholms Lokaltrafik AB,1
33010000130524192,Storstockholms Lokaltrafik AB,1
33010000130524252,Storstockholms Lokaltrafik AB,1
33010000130524292,Storstockholms Lokaltrafik AB,1
33010000130524512,Storstockholms Lokaltrafik AB,1
33010000130524532,Storstockholms Lokaltrafik AB,1
33010000130524592,Storstockholms Lokaltrafik AB,1
33010000130524672,Storstockholms Lokaltrafik AB,1
33010000130524712,Storstockholms Lokaltrafik AB,1
33010000130524812,Storstockholms Lokaltrafik AB,1
33010000130524872,Storstockholms Lokaltrafik AB,1
33010000157242177,Storstockholms Lokaltrafik AB,1
33010000157242213,Storstockholms Lokaltrafik AB,1
33010000157242225,Storstockholms Lokaltrafik AB,1
33010000157242237,Storstockholms Lokaltrafik AB,1
33010000157242293,Storstockholms Lokaltrafik AB,1
33010000137633685,Storstockholms Lokaltrafik AB,1
33010000137633703,Storstockholms Lokaltrafik AB,1
33010000137633721,Storstockholms Lokaltrafik AB,1
33010000137634387,Storstockholms Lokaltrafik AB,1
33010000137634534,Storstockholms Lokaltrafik AB,1
33010000137634552,Storstockholms Lokaltrafik AB,1
33010000137634570,Storstockholms Lokaltrafik AB,1
33010000137634624,Storstockholms Lokaltrafik AB,1
33010000137634696,Storstockholms Lokaltrafik AB,1
33010000137634732,Storstockholms Lokaltrafik AB,1
33010000137634786,Storstockholms Lokaltrafik AB,1
33010000157242189,Storstockholms Lokaltrafik AB,1
33010000157242201,Storstockholms Lokaltrafik AB,1
33010000137633570,Storstockholms Lokaltrafik AB,1
33010000137633649,Storstockholms Lokaltrafik AB,1
33010000137633667,Storstockholms Lokaltrafik AB,1
33010000137634282,Storstockholms Lokaltrafik AB,1
33010000137634303,Storstockholms Lokaltrafik AB,1
33010000137634462,Storstockholms Lokaltrafik AB,1
33010000137634480,Storstockholms Lokaltrafik AB,1
33010000137634498,Storstockholms Lokaltrafik AB,1
33010000137634678,Storstockholms Lokaltrafik AB,1
33010000137634714,Storstockholms Lokaltrafik AB,1
33010000137634750,Storstockholms Lokaltrafik AB,1
33010000137634840,Storstockholms Lokaltrafik AB,1
33010000137634858,Storstockholms Lokaltrafik AB,1
33010000138680752,Storstockholms Lokaltrafik AB,1
33010000137633757,Storstockholms Lokaltrafik AB,1
33010000137634265,Storstockholms Lokaltrafik AB,1
33010000137634408,Storstockholms Lokaltrafik AB,1
33010000137634588,Storstockholms Lokaltrafik AB,1
33010000137634642,Storstockholms Lokaltrafik AB,1
33010000137634768,Storstockholms Lokaltrafik AB,1
33010000137634324,Storstockholms Lokaltrafik AB,1
33010000137634345,Storstockholms Lokaltrafik AB,1
33010000137634366,Storstockholms Lokaltrafik AB,1
33010000137634426,Storstockholms Lokaltrafik AB,1
33010000137634444,Storstockholms Lokaltrafik AB,1
33010000137634516,Storstockholms Lokaltrafik AB,1
33010000137634606,Storstockholms Lokaltrafik AB,1
33010000137634660,Storstockholms Lokaltrafik AB,1
33010000137634804,Storstockholms Lokaltrafik AB,1
33010000137634822,Storstockholms Lokaltrafik AB,1
33010000157242370,Storstockholms Lokaltrafik AB,1
33010000157242351,Storstockholms Lokaltrafik AB,1
33010000129673865,Storstockholms Lokaltrafik AB,1
33010000129674081,Storstockholms Lokaltrafik AB,1
33010000129674225,Storstockholms Lokaltrafik AB,1
33010000129674315,Storstockholms Lokaltrafik AB,1
33010000129674369,Storstockholms Lokaltrafik AB,1
33010000129674405,Storstockholms Lokaltrafik AB,1
33010000129674423,Storstockholms Lokaltrafik AB,1
33010000130860921,Storstockholms Lokaltrafik AB,1
33010000129673811,Storstockholms Lokaltrafik AB,1
33010000129673901,Storstockholms Lokaltrafik AB,1
33010000129673973,Storstockholms Lokaltrafik AB,1
33010000129673991,Storstockholms Lokaltrafik AB,1
33010000129674045,Storstockholms Lokaltrafik AB,1
33010000129674063,Storstockholms Lokaltrafik AB,1
33010000129674099,Storstockholms Lokaltrafik AB,1
33010000129674135,Storstockholms Lokaltrafik AB,1
33010000129674207,Storstockholms Lokaltrafik AB,1
33010000129674243,Storstockholms Lokaltrafik AB,1
33010000129674279,Storstockholms Lokaltrafik AB,1
33010000129674297,Storstockholms Lokaltrafik AB,1
33010000129674441,Storstockholms Lokaltrafik AB,1
33010000130860901,Storstockholms Lokaltrafik AB,1
33010000138680839,Storstockholms Lokaltrafik AB,1
33010000129673793,Storstockholms Lokaltrafik AB,1
33010000129673955,Storstockholms Lokaltrafik AB,1
33010000129674117,Storstockholms Lokaltrafik AB,1
33010000129674153,Storstockholms Lokaltrafik AB,1
33010000129674189,Storstockholms Lokaltrafik AB,1
33010000130860881,Storstockholms Lokaltrafik AB,1
33010000130860961,Storstockholms Lokaltrafik AB,1
33010000138680822,Storstockholms Lokaltrafik AB,1
33010000129673775,Storstockholms Lokaltrafik AB,1
33010000129673829,Storstockholms Lokaltrafik AB,1
33010000129673847,Storstockholms Lokaltrafik AB,1
33010000129673883,Storstockholms Lokaltrafik AB,1
33010000129673919,Storstockholms Lokaltrafik AB,1
33010000129673937,Storstockholms Lokaltrafik AB,1
33010000129674009,Storstockholms Lokaltrafik AB,1
33010000129674027,Storstockholms Lokaltrafik AB,1
33010000129674171,Storstockholms Lokaltrafik AB,1
33010000129674261,Storstockholms Lokaltrafik AB,1
33010000129674333,Storstockholms Lokaltrafik AB,1
33010000129674351,Storstockholms Lokaltrafik AB,1
33010000129674513,Storstockholms Lokaltrafik AB,1
33010000130860941,Storstockholms Lokaltrafik AB,1
33010000130860981,Storstockholms Lokaltrafik AB,1
33010000156989653,Gamla Uppsala Buss AB,1
33010000156989873,Gamla Uppsala Buss AB,1
33010000156990049,Gamla Uppsala Buss AB,1
33010000156990181,Gamla Uppsala Buss AB,1
33010000156990269,Gamla Uppsala Buss AB,1
33010000156990357,Gamla Uppsala Buss AB,1
33010000156990401,Gamla Uppsala Buss AB,1
33010000156990620,Gamla Uppsala Buss AB,1
33010000156990708,Gamla Uppsala Buss AB,1
33010000156990752,Gamla Uppsala Buss AB,1
33010000156990795,Gamla Uppsala Buss AB,1
33010000156990971,Gamla Uppsala Buss AB,1
33010000156991015,Gamla Uppsala Buss AB,1
33010000156991103,Gamla Uppsala Buss AB,1
33010000156991323,Gamla Uppsala Buss AB,1
33010000156991719,Gamla Uppsala Buss AB,1
33010000156992147,Gamla Uppsala Buss AB,1
33010000156992191,Gamla Uppsala Buss AB,1
33010000156989563,Gamla Uppsala Buss AB,1
33010000156989741,Gamla Uppsala Buss AB,1
33010000156989785,Gamla Uppsala Buss AB,1
33010000156989829,Gamla Uppsala Buss AB,1
33010000156990005,Gamla Uppsala Buss AB,1
33010000156990093,Gamla Uppsala Buss AB,1
33010000156990225,Gamla Uppsala Buss AB,1
33010000156990664,Gamla Uppsala Buss AB,1
33010000156990839,Gamla Uppsala Buss AB,1
33010000156990927,Gamla Uppsala Buss AB,1
33010000156991499,Gamla Uppsala Buss AB,1
33010000156991796,Gamla Uppsala Buss AB,1
33010000156991840,Gamla Uppsala Buss AB,1
33010000156991927,Gamla Uppsala Buss AB,1
33010000156992059,Gamla Uppsala Buss AB,1
33010000156992103,Gamla Uppsala Buss AB,1
33010000156992501,Gamla Uppsala Buss AB,1
33010000156992721,Gamla Uppsala Buss AB,1
33010000156992853,Gamla Uppsala Buss AB,1
33010000156992941,Gamla Uppsala Buss AB,1
33010000156993381,Gamla Uppsala Buss AB,1
33010000156993469,Gamla Uppsala Buss AB,1
33010000156993643,Gamla Uppsala Buss AB,1
33010000156993730,Gamla Uppsala Buss AB,1
33010000156992324,Gamla Uppsala Buss AB,1
33010000156992457,Gamla Uppsala Buss AB,1
33010000156992545,Gamla Uppsala Buss AB,1
33010000156992589,Gamla Uppsala Buss AB,1
33010000156993029,Gamla Uppsala Buss AB,1
33010000156993207,Gamla Uppsala Buss AB,1
33010000156993840,Gamla Uppsala Buss AB,1
33010000156993928,Gamla Uppsala Buss AB,1
33010000156994103,Gamla Uppsala Buss AB,1
33010000156994190,Gamla Uppsala Buss AB,1
33010000156994234,Gamla Uppsala Buss AB,1
33010000156994278,Gamla Uppsala Buss AB,1
33010000156994410,Gamla Uppsala Buss AB,1
33010000156994498,Gamla Uppsala Buss AB,1
33010000156994574,Gamla Uppsala Buss AB,1
33010000156994755,Gamla Uppsala Buss AB,1
33010000156994927,Gamla Uppsala Buss AB,1
33010000156995104,Gamla Uppsala Buss AB,1
33010000156993795,Gamla Uppsala Buss AB,1
33010000156993884,Gamla Uppsala Buss AB,1
33010000156994015,Gamla Uppsala Buss AB,1
33010000156994366,Gamla Uppsala Buss AB,1
33010000156994841,Gamla Uppsala Buss AB,1
33010000156994970,Gamla Uppsala Buss AB,1
33010000156995050,Gamla Uppsala Buss AB,1
33010000156989697,Gamla Uppsala Buss AB,1
33010000156989961,Gamla Uppsala Buss AB,1
33010000156990137,Gamla Uppsala Buss AB,1
33010000156990489,Gamla Uppsala Buss AB,1
33010000156990533,Gamla Uppsala Buss AB,1
33010000156991147,Gamla Uppsala Buss AB,1
33010000156991191,Gamla Uppsala Buss AB,1
33010000156991235,Gamla Uppsala Buss AB,1
33010000156991411,Gamla Uppsala Buss AB,1
33010000156991586,Gamla Uppsala Buss AB,1
33010000156991631,Gamla Uppsala Buss AB,1
33010000156991752,Gamla Uppsala Buss AB,1
33010000156992235,Gamla Uppsala Buss AB,1
33010000156992279,Gamla Uppsala Buss AB,1
33010000156992368,Gamla Uppsala Buss AB,1
33010000156992412,Gamla Uppsala Buss AB,1
33010000156992633,Gamla Uppsala Buss AB,1
33010000156992677,Gamla Uppsala Buss AB,1
33010000156992897,Gamla Uppsala Buss AB,1
33010000156992985,Gamla Uppsala Buss AB,1
33010000156993073,Gamla Uppsala Buss AB,1
33010000156993117,Gamla Uppsala Buss AB,1
33010000156993252,Gamla Uppsala Buss AB,1
33010000156993337,Gamla Uppsala Buss AB,1
33010000156993425,Gamla Uppsala Buss AB,1
33010000156993557,Gamla Uppsala Buss AB,1
33010000156993686,Gamla Uppsala Buss AB,1
33010000156994059,Gamla Uppsala Buss AB,1
33010000156994146,Gamla Uppsala Buss AB,1
33010000156994454,Gamla Uppsala Buss AB,1
33010000156994619,Gamla Uppsala Buss AB,1
33010000156995013,Gamla Uppsala Buss AB,1
33010000156989608,Gamla Uppsala Buss AB,1
33010000156989917,Gamla Uppsala Buss AB,1
33010000156990313,Gamla Uppsala Buss AB,1
33010000156990445,Gamla Uppsala Buss AB,1
33010000156990576,Gamla Uppsala Buss AB,1
33010000156990883,Gamla Uppsala Buss AB,1
33010000156991059,Gamla Uppsala Buss AB,1
33010000156991279,Gamla Uppsala Buss AB,1
33010000156991367,Gamla Uppsala Buss AB,1
33010000156991455,Gamla Uppsala Buss AB,1
33010000156991543,Gamla Uppsala Buss AB,1
33010000156991675,Gamla Uppsala Buss AB,1
33010000156991884,Gamla Uppsala Buss AB,1
33010000156991971,Gamla Uppsala Buss AB,1
33010000156992015,Gamla Uppsala Buss AB,1
33010000156992765,Gamla Uppsala Buss AB,1
33010000156992809,Gamla Uppsala Buss AB,1
33010000156993162,Gamla Uppsala Buss AB,1
33010000156993290,Gamla Uppsala Buss AB,1
33010000156993513,Gamla Uppsala Buss AB,1
33010000156993600,Gamla Uppsala Buss AB,1
33010000156993971,Gamla Uppsala Buss AB,1
33010000156994322,Gamla Uppsala Buss AB,1
33010000156994663,Gamla Uppsala Buss AB,1
33010000156994711,Gamla Uppsala Buss AB,1
33010000156994798,Gamla Uppsala Buss AB,1
33010000156994884,Gamla Uppsala Buss AB,1
33010000156995144,Gamla Uppsala Buss AB,1
33010000142048265,Gamla Uppsala Buss AB,1
33010000142048292,Gamla Uppsala Buss AB,1
33010000142048344,Gamla Uppsala Buss AB,1
33010000142053066,Gamla Uppsala Buss AB,1
33010000142048305,Gamla Uppsala Buss AB,1
33010000142048318,Gamla Uppsala Buss AB,1
33010000142053027,Gamla Uppsala Buss AB,1
33010000142053040,Gamla Uppsala Buss AB,1
33010000142048279,Gamla Uppsala Buss AB,1
33010000142048331,Gamla Uppsala Buss AB,1
33010000142053053,Gamla Uppsala Buss AB,1
33010000156995278,Gamla Uppsala Buss AB,1
33010000156995571,Gamla Uppsala Buss AB,1
33010000156995188,Gamla Uppsala Buss AB,1
33010000156995231,Gamla Uppsala Buss AB,1
33010000156995472,Gamla Uppsala Buss AB,1
33010000138678602,Gamla Uppsala Buss AB,1
33010000138680022,Gamla Uppsala Buss AB,1
33010000138680038,Gamla Uppsala Buss AB,1
33010000138680054,Gamla Uppsala Buss AB,1
33010000138680086,Gamla Uppsala Buss AB,1
33010000156995515,Gamla Uppsala Buss AB,1
33010000138676767,Gamla Uppsala Buss AB,1
33010000138678543,Gamla Uppsala Buss AB,1
33010000138678558,Gamla Uppsala Buss AB,1
33010000138678647,Gamla Uppsala Buss AB,1
33010000138680006,Gamla Uppsala Buss AB,1
33010000138678573,Gamla Uppsala Buss AB,1
33010000138678588,Gamla Uppsala Buss AB,1
33010000138676722,Gamla Uppsala Buss AB,1
33010000138676737,Gamla Uppsala Buss AB,1
33010000138678617,Gamla Uppsala Buss AB,1
33010000138680070,Gamla Uppsala Buss AB,1
33010000138680102,Gamla Uppsala Buss AB,1
33010000142054154,Gamla Uppsala Buss AB,1
33010000142054240,Gamla Uppsala Buss AB,1
33010000142054369,Gamla Uppsala Buss AB,1
33010000142054584,Gamla Uppsala Buss AB,1
33010000142055014,Gamla Uppsala Buss AB,1
33010000142055358,Gamla Uppsala Buss AB,1
33010000142055573,Gamla Uppsala Buss AB,1
33010000142054283,Gamla Uppsala Buss AB,1
33010000142054498,Gamla Uppsala Buss AB,1
33010000142054627,Gamla Uppsala Buss AB,1
33010000142054670,Gamla Uppsala Buss AB,1
33010000142054713,Gamla Uppsala Buss AB,1
33010000142055530,Gamla Uppsala Buss AB,1
33010000142055702,Gamla Uppsala Buss AB,1
33010000142055788,Gamla Uppsala Buss AB,1
33010000142055831,Gamla Uppsala Buss AB,1
33010000142055917,Gamla Uppsala Buss AB,1
33010000142056177,Gamla Uppsala Buss AB,1
33010000142056220,Gamla Uppsala Buss AB,1
33010000142056263,Gamla Uppsala Buss AB,1
33010000142056306,Gamla Uppsala Buss AB,1
33010000142056478,Gamla Uppsala Buss AB,1
33010000142056564,Gamla Uppsala Buss AB,1
33010000142056607,Gamla Uppsala Buss AB,1
33010000142056693,Gamla Uppsala Buss AB,1
33010000142057072,Gamla Uppsala Buss AB,1
33010000142057160,Gamla Uppsala Buss AB,1
33010000142057203,Gamla Uppsala Buss AB,1
33010000142057398,Gamla Uppsala Buss AB,1
33010000142057574,Gamla Uppsala Buss AB,1
33010000142057720,Gamla Uppsala Buss AB,1
33010000142058037,Gamla Uppsala Buss AB,1
33010000142058127,Gamla Uppsala Buss AB,1
33010000142058260,Gamla Uppsala Buss AB,1
33010000142058475,Gamla Uppsala Buss AB,1
33010000142059066,Gamla Uppsala Buss AB,1
33010000142059152,Gamla Uppsala Buss AB,1
33010000142059324,Gamla Uppsala Buss AB,1
33010000142059410,Gamla Uppsala Buss AB,1
33010000142055745,Gamla Uppsala Buss AB,1
33010000142056091,Gamla Uppsala Buss AB,1
33010000142056349,Gamla Uppsala Buss AB,1
33010000142056435,Gamla Uppsala Buss AB,1
33010000142056940,Gamla Uppsala Buss AB,1
33010000142057028,Gamla Uppsala Buss AB,1
33010000142057808,Gamla Uppsala Buss AB,1
33010000142057939,Gamla Uppsala Buss AB,1
33010000142058432,Gamla Uppsala Buss AB,1
33010000142058777,Gamla Uppsala Buss AB,1
33010000142058980,Gamla Uppsala Buss AB,1
33010000142059195,Gamla Uppsala Buss AB,1
33010000142059367,Gamla Uppsala Buss AB,1
33010000142054024,Gamla Uppsala Buss AB,1
33010000142054197,Gamla Uppsala Buss AB,1
33010000142054326,Gamla Uppsala Buss AB,1
33010000142054756,Gamla Uppsala Buss AB,1
33010000142054799,Gamla Uppsala Buss AB,1
33010000142054885,Gamla Uppsala Buss AB,1
33010000142055057,Gamla Uppsala Buss AB,1
33010000142055186,Gamla Uppsala Buss AB,1
33010000142055444,Gamla Uppsala Buss AB,1
33010000142055659,Gamla Uppsala Buss AB,1
33010000142055874,Gamla Uppsala Buss AB,1
33010000142055961,Gamla Uppsala Buss AB,1
33010000142056048,Gamla Uppsala Buss AB,1
33010000142056392,Gamla Uppsala Buss AB,1
33010000142056521,Gamla Uppsala Buss AB,1
33010000142056650,Gamla Uppsala Buss AB,1
33010000142057116,Gamla Uppsala Buss AB,1
33010000142057442,Gamla Uppsala Buss AB,1
33010000142057486,Gamla Uppsala Buss AB,1
33010000142057530,Gamla Uppsala Buss AB,1
33010000142057674,Gamla Uppsala Buss AB,1
33010000142057765,Gamla Uppsala Buss AB,1
33010000142057895,Gamla Uppsala Buss AB,1
33010000142057992,Gamla Uppsala Buss AB,1
33010000142058082,Gamla Uppsala Buss AB,1
33010000142058217,Gamla Uppsala Buss AB,1
33010000142058303,Gamla Uppsala Buss AB,1
33010000142058346,Gamla Uppsala Buss AB,1
33010000142058508,Gamla Uppsala Buss AB,1
33010000142059109,Gamla Uppsala Buss AB,1
33010000142059436,Gamla Uppsala Buss AB,1
33010000142054412,Gamla Uppsala Buss AB,1
33010000142054455,Gamla Uppsala Buss AB,1
33010000142054541,Gamla Uppsala Buss AB,1
33010000142054842,Gamla Uppsala Buss AB,1
33010000142054928,Gamla Uppsala Buss AB,1
33010000142054971,Gamla Uppsala Buss AB,1
33010000142055100,Gamla Uppsala Buss AB,1
33010000142055143,Gamla Uppsala Buss AB,1
33010000142055229,Gamla Uppsala Buss AB,1
33010000142055272,Gamla Uppsala Buss AB,1
33010000142055315,Gamla Uppsala Buss AB,1
33010000142055401,Gamla Uppsala Buss AB,1
33010000142055487,Gamla Uppsala Buss AB,1
33010000142055616,Gamla Uppsala Buss AB,1
33010000142056736,Gamla Uppsala Buss AB,1
33010000142056752,Gamla Uppsala Buss AB,1
33010000142056984,Gamla Uppsala Buss AB,1
33010000142057246,Gamla Uppsala Buss AB,1
33010000142057306,Gamla Uppsala Buss AB,1
33010000142057352,Gamla Uppsala Buss AB,1
33010000142057618,Gamla Uppsala Buss AB,1
33010000142057851,Gamla Uppsala Buss AB,1
33010000142058172,Gamla Uppsala Buss AB,1
33010000142058389,Gamla Uppsala Buss AB,1
33010000142058851,Gamla Uppsala Buss AB,1
33010000142058894,Gamla Uppsala Buss AB,1
33010000142058937,Gamla Uppsala Buss AB,1
33010000142059023,Gamla Uppsala Buss AB,1
